# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/mouse/GRCm39/Mus_musculus.GRCm39.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/walker/05_counts/HISAT2_featureCounts/genes/walker_SRS2926558_S30sal_hisat2_featurecounts_genes_s2.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/walker/04_processing/HISAT2/sorted_bams/walker_SRS2926558_S30sal_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/walker/04_processing/HISAT2/sorted_bams/walker_SRS2926558_S30sal_hisat2_trim_sort.bam
ENSMUSG00000105527	3	128493182	128495199	-	2018	0
ENSMUSG00000106029	3	128633485	128634170	+	686	0
ENSMUSG00000048031	3	87343080	87407985	+	64906	0
ENSMUSG00000074236	3	128747428	128748747	-	1320	0
ENSMUSG00000099640	3	128861454	128864193	-	2740	0
ENSMUSG00000090919	3	46396632	46402654	-	6023	3
ENSMUSG00000102589	3	46575556	46575797	+	242	0
ENSMUSG00000098417	3	46855103	46855217	-	115	0
ENSMUSG00000072387	3	47004817	47006074	-	1258	1
ENSMUSG00000097985	3	47039167	47040169	-	1003	0
ENSMUSG00000088739	3	47155062	47155199	+	138	0
ENSMUSG00000093769	3	96154001	96155825	+	1825	0
ENSMUSG00000102220	3	47184973	47185438	-	466	0
ENSMUSG00000103491	3	47217513	47220235	-	2723	0
ENSMUSG00000093507	3	96161935	96163593	-	1659	45
ENSMUSG00000103798	3	47414064	47414773	-	710	0
ENSMUSG00000103257	3	47980448	47981195	-	748	0
ENSMUSG00000091405	3	96168998	96170627	-	1630	30
ENSMUSG00000104110	3	48032776	48032884	+	109	0
ENSMUSG00000003382	3	87432714	87447463	+	14750	748
ENSMUSG00000103940	3	96171101	96172702	+	1602	0
ENSMUSG00000093656	3	96174391	96177605	-	3215	25
ENSMUSG00000037910	3	48560167	48563537	-	3371	0
ENSMUSG00000102181	3	48702959	48715398	-	12440	0
ENSMUSG00000118505	3	87457406	87468416	+	11011	0
ENSMUSG00000118871	3	48909171	48909334	+	164	0
ENSMUSG00000074403	3	96175970	96176457	+	488	0
ENSMUSG00000077376	3	87489979	87490098	-	120	0
ENSMUSG00000102263	3	49016827	49039708	+	22882	0
ENSMUSG00000104186	3	49091912	49092976	+	1065	0
ENSMUSG00002075896	3	87524706	87524808	+	103	0
ENSMUSG00000050936	3	96177037	96186317	+	9281	1
ENSMUSG00000103027	3	49162163	49162517	-	355	0
ENSMUSG00000105827	3	96177068	96177448	+	381	0
ENSMUSG00000102679	3	49280129	49321808	+	41680	0
ENSMUSG00000104309	3	49335782	49337195	-	1414	1
ENSMUSG00000084517	3	49445800	49445927	+	128	0
ENSMUSG00000104437	3	49485199	49485759	+	561	0
ENSMUSG00000102731	3	49558010	49558325	+	316	0
ENSMUSG00000103249	3	49558676	49558916	+	241	0
ENSMUSG00000104134	3	49586884	49587418	-	535	0
ENSMUSG00000103568	3	49598156	49598576	+	421	0
ENSMUSG00000119731	3	49613212	49613318	+	107	0
ENSMUSG00000028023	3	128993527	129013240	+	19714	0
ENSMUSG00000098515	3	129003655	129005149	+	1495	0
ENSMUSG00000037892	3	49697745	49711774	-	14030	173
ENSMUSG00000015947	3	96190225	96201285	-	11061	76
ENSMUSG00000106078	3	129016597	129019177	-	2581	0
ENSMUSG00000102943	3	49734874	49735336	-	463	0
ENSMUSG00000119427	3	96235741	96235906	+	166	0
ENSMUSG00000097851	3	96252603	96265796	+	13194	0
ENSMUSG00000097807	3	96255943	96264410	-	8468	0
ENSMUSG00000118876	3	96267269	96267433	-	165	0
ENSMUSG00000119030	3	96281337	96281501	+	165	0
ENSMUSG00000097539	3	96308466	96309330	-	865	0
ENSMUSG00000097299	3	96309697	96310264	+	568	0
ENSMUSG00000097041	3	96314833	96316375	-	1543	0
ENSMUSG00000095836	3	96320226	96320677	-	452	0
ENSMUSG00000118406	3	96321753	96322149	-	397	0
ENSMUSG00002075569	3	96321753	96322175	-	423	0
ENSMUSG00000119563	3	96330049	96330213	+	165	0
ENSMUSG00000046317	3	96341104	96359622	-	18519	0
ENSMUSG00000119774	3	96357762	96357927	+	166	0
ENSMUSG00000104642	3	96362151	96363265	-	1115	0
ENSMUSG00000106429	3	96365525	96377972	+	12448	3
ENSMUSG00000118677	3	96367340	96367505	-	166	0
ENSMUSG00000106641	3	96371388	96374240	-	2853	0
ENSMUSG00002074915	3	96392477	96392593	+	117	0
ENSMUSG00000118698	3	96393871	96394035	-	165	0
ENSMUSG00000118936	3	96396045	96396209	+	165	0
ENSMUSG00000038403	3	96432488	96436526	+	4039	3
ENSMUSG00000074398	3	96463081	96474117	-	11037	0
ENSMUSG00000027737	3	49846975	50398063	-	551089	778
ENSMUSG00000102892	3	49956421	49965232	+	8812	0
ENSMUSG00000104457	3	49984118	49984439	+	322	0
ENSMUSG00000104349	3	50121110	50121341	-	232	0
ENSMUSG00000102167	3	50209304	50209892	+	589	0
ENSMUSG00000103907	3	50354731	50358732	-	4002	0
ENSMUSG00000102715	3	50470848	50561672	-	90825	2
ENSMUSG00000102895	3	50529635	50530966	-	1332	0
ENSMUSG00000103745	3	50552518	50552893	-	376	0
ENSMUSG00000104068	3	50578796	50582860	-	4065	0
ENSMUSG00000104281	3	50634147	50637850	-	3704	0
ENSMUSG00000028024	3	129062824	129126369	-	63546	66
ENSMUSG00000089079	3	50746002	50746136	-	135	0
ENSMUSG00000103012	3	50790667	50794480	-	3814	0
ENSMUSG00000102614	3	50826308	50828946	-	2639	0
ENSMUSG00000103652	3	50884957	50886232	-	1276	0
ENSMUSG00000106417	3	129078918	129079681	+	764	0
ENSMUSG00000105166	3	129147653	129148754	+	1102	0
ENSMUSG00000105278	3	129167759	129171206	+	3448	0
ENSMUSG00000102067	3	50966331	50982277	-	15947	0
ENSMUSG00000105712	3	129227322	129228364	+	1043	0
ENSMUSG00000103464	3	51011081	51012591	+	1511	0
ENSMUSG00000106258	3	129255621	129256396	+	776	0
ENSMUSG00000105837	3	129321116	129326037	-	4922	0
ENSMUSG00000038393	3	96465273	96469199	+	3927	677
ENSMUSG00000023087	3	51131868	51159065	+	27198	1594
ENSMUSG00000103313	3	51139338	51141801	+	2464	0
ENSMUSG00000087610	3	96484300	96487979	+	3680	4
ENSMUSG00000041220	3	129326004	129432144	+	106141	1178
ENSMUSG00000106092	3	129331790	129333460	+	1671	0
ENSMUSG00000041977	3	87524866	87645341	+	120476	1821
ENSMUSG00000028104	3	96485188	96501497	-	16310	366
ENSMUSG00000049097	3	96503952	96507091	+	3140	941
ENSMUSG00000023084	3	87644230	87655932	-	11703	0
ENSMUSG00000049288	3	96508465	96533487	+	25023	616
ENSMUSG00000045327	3	96513975	96537136	-	23162	102
ENSMUSG00000038374	3	96537249	96541107	+	3859	720
ENSMUSG00000028102	3	96542692	96552682	+	9991	1
ENSMUSG00000028017	3	129471214	129548965	-	77752	87
ENSMUSG00002075346	3	129477782	129477890	-	109	0
ENSMUSG00000106120	3	129522494	129533837	+	11344	0
ENSMUSG00000106447	3	96542790	96560417	+	17628	0
ENSMUSG00000105596	3	129538989	129543817	+	4829	0
ENSMUSG00000105960	3	129547407	129557533	+	10127	5
ENSMUSG00000093865	3	129581530	129597679	-	16150	4
ENSMUSG00000028012	3	129598057	129616236	-	18180	7
ENSMUSG00000090210	3	96552900	96571835	+	18936	158
ENSMUSG00000105144	3	96573819	96574298	-	480	0
ENSMUSG00000028010	3	129618561	129625045	-	6485	313
ENSMUSG00000038354	3	96577447	96598348	+	20902	220
ENSMUSG00000058952	3	129629533	129668981	+	39449	1
ENSMUSG00000027999	3	129672255	129689474	+	17220	613
ENSMUSG00000037174	3	51160141	51248084	-	87944	710
ENSMUSG00000027997	3	129695074	129707752	+	12679	136
ENSMUSG00000087440	3	51184180	51185804	+	1625	6
ENSMUSG00002076110	3	51204600	51204665	+	66	0
ENSMUSG00000104200	3	51209909	51210324	-	416	0
ENSMUSG00000103654	3	51277643	51278027	+	385	0
ENSMUSG00000102544	3	51285445	51293745	+	8301	0
ENSMUSG00000027994	3	129708609	129763855	-	55247	46
ENSMUSG00000037161	3	51295833	51304159	-	8327	0
ENSMUSG00000104241	3	51310265	51310583	-	319	5
ENSMUSG00000037152	3	51312098	51316409	-	4312	731
ENSMUSG00000001052	3	129776408	129855202	-	78795	2216
ENSMUSG00000063328	3	129862061	129862627	+	567	0
ENSMUSG00000106072	3	129874428	129874778	+	351	0
ENSMUSG00000028101	3	96603700	96613386	+	9687	266
ENSMUSG00000063273	3	51322569	51383928	+	61360	1241
ENSMUSG00000103191	3	51331034	51331144	+	111	0
ENSMUSG00000102775	3	51389752	51392250	-	2499	1
ENSMUSG00000028100	3	96613383	96615878	-	2496	52
ENSMUSG00000058897	3	129925150	130393526	+	468377	1228
ENSMUSG00000027739	3	51391341	51403653	+	12313	532
ENSMUSG00000102570	3	51397041	51400241	+	3201	0
ENSMUSG00000106276	3	129934029	129935691	+	1663	0
ENSMUSG00000119756	3	129999114	129999220	+	107	0
ENSMUSG00000037111	3	51422740	51468300	-	45561	2922
ENSMUSG00000105011	3	130333138	130339289	+	6152	0
ENSMUSG00000105760	3	130355591	130357489	+	1899	0
ENSMUSG00000102466	3	51464963	51467073	-	2111	0
ENSMUSG00000105520	3	130385770	130388598	+	2829	0
ENSMUSG00000097885	3	51467456	51474538	+	7083	203
ENSMUSG00000104001	3	51478532	51478844	-	313	0
ENSMUSG00000104075	3	51489727	51490268	+	542	0
ENSMUSG00000104166	3	51543917	51544349	-	433	0
ENSMUSG00000074604	3	51567781	51590098	+	22318	3
ENSMUSG00000103527	3	51580222	51581322	+	1101	0
ENSMUSG00000061143	3	51593328	52012497	-	419170	259
ENSMUSG00000074603	3	51601137	51602511	+	1375	0
ENSMUSG00000102732	3	51664545	51669509	-	4965	0
ENSMUSG00000102539	3	51720372	51726730	+	6359	0
ENSMUSG00000028073	3	87655197	87731613	-	76417	78
ENSMUSG00002076132	3	51736333	51736449	+	117	0
ENSMUSG00000103284	3	51736806	51737826	-	1021	0
ENSMUSG00000103484	3	51774766	51775980	-	1215	0
ENSMUSG00000102620	3	51780411	51783257	-	2847	0
ENSMUSG00000102786	3	51791697	51794312	-	2616	0
ENSMUSG00000103701	3	51814407	51816237	-	1831	0
ENSMUSG00000104161	3	51888362	51897496	+	9135	0
ENSMUSG00000102147	3	51895052	51897268	-	2217	0
ENSMUSG00000103784	3	51898762	51899380	-	619	0
ENSMUSG00000028099	3	96618806	96634944	-	16139	346
ENSMUSG00000102423	3	51908157	51911446	-	3290	0
ENSMUSG00000104339	3	51964706	51971665	-	6960	0
ENSMUSG00000065669	3	96631581	96631716	-	136	0
ENSMUSG00000019232	3	130411097	130431170	+	20074	491
ENSMUSG00000104795	3	96631842	96632636	-	795	0
ENSMUSG00000102808	3	51979010	51980808	-	1799	0
ENSMUSG00000103655	3	52041468	52129418	-	87951	0
ENSMUSG00000103726	3	52079583	52087393	-	7811	0
ENSMUSG00000104055	3	52093994	52095378	+	1385	0
ENSMUSG00000103170	3	52105669	52107910	+	2242	2
ENSMUSG00000102510	3	52144286	52154366	-	10081	0
ENSMUSG00000041084	3	130489561	130503093	-	13533	1363
ENSMUSG00000105466	3	130497228	130499598	-	2371	0
ENSMUSG00000044167	3	52175757	52260642	+	84886	2612
ENSMUSG00000092405	3	52175856	52176856	-	1001	0
ENSMUSG00000028072	3	87685551	87702469	-	16919	0
ENSMUSG00000102844	3	52189662	52191730	+	2069	0
ENSMUSG00000028098	3	96634980	96698954	+	63975	732
ENSMUSG00000103454	3	52332829	52333069	+	241	0
ENSMUSG00000105976	3	96691641	96692162	+	522	0
ENSMUSG00000103965	3	52424385	52457640	+	33256	4
ENSMUSG00000070490	3	52520256	52521257	+	1002	9
ENSMUSG00000119552	3	52630070	52630176	-	107	0
ENSMUSG00000102785	3	52647137	52684077	+	36941	2
ENSMUSG00000038304	3	96706079	96736667	-	30589	0
ENSMUSG00000062006	3	130520480	130524047	-	3568	2067
ENSMUSG00000105789	3	130524109	130565292	+	41184	6
ENSMUSG00000106260	3	130551110	130551407	+	298	0
ENSMUSG00000105716	3	130552914	130555760	+	2847	0
ENSMUSG00000106095	3	130632104	130730986	-	98883	0
ENSMUSG00000104109	3	52696425	52705206	-	8782	0
ENSMUSG00000104984	3	130640111	130640622	-	512	0
ENSMUSG00000104401	3	52814177	52835087	-	20911	1
ENSMUSG00000005640	3	87704258	87723408	+	19151	43
ENSMUSG00000104557	3	130660928	130662426	+	1499	0
ENSMUSG00000103886	3	52867469	52867787	-	319	0
ENSMUSG00002075059	3	130664598	130664725	-	128	0
ENSMUSG00000105769	3	130667722	130670473	+	2752	0
ENSMUSG00000105628	3	130678500	130679210	+	711	0
ENSMUSG00000104579	3	130695314	130696692	+	1379	0
ENSMUSG00000106249	3	130717132	130718486	-	1355	0
ENSMUSG00000105558	3	130723015	130724319	-	1305	0
ENSMUSG00000104859	3	130817488	130820019	-	2532	0
ENSMUSG00000106086	3	130902675	130905739	-	3065	0
ENSMUSG00000028071	3	87754062	87763029	+	8968	0
ENSMUSG00000004895	3	87766210	87792915	-	26706	852
ENSMUSG00000004897	3	87813628	87823439	+	9812	2825
ENSMUSG00000038298	3	96736600	96778242	+	41643	1
ENSMUSG00000087223	3	96737142	96739412	-	2271	0
ENSMUSG00000028096	3	96775597	96812662	-	37066	943
ENSMUSG00000019710	3	87826813	87830979	+	4167	1053
ENSMUSG00000057123	3	96812009	96984732	+	172724	33
ENSMUSG00000027742	3	52889296	52924658	-	35363	1434
ENSMUSG00000104850	3	52946006	52949176	-	3171	4
ENSMUSG00000049908	3	96820882	96833336	-	12455	0
ENSMUSG00000105385	3	96906038	96908087	-	2050	0
ENSMUSG00000104766	3	96953972	97000101	-	46130	0
ENSMUSG00000106324	3	97032827	97033429	-	603	0
ENSMUSG00000088511	3	97047868	97047977	-	110	0
ENSMUSG00000048332	3	52948949	53169100	+	220152	202
ENSMUSG00000104828	3	52979586	52982658	-	3073	0
ENSMUSG00000104687	3	52990640	52993306	+	2667	0
ENSMUSG00000104735	3	53006421	53010596	+	4176	0
ENSMUSG00000104615	3	53017089	53017544	+	456	0
ENSMUSG00000104968	3	53017817	53020832	-	3016	0
ENSMUSG00000105971	3	53019587	53020410	+	824	0
ENSMUSG00000106660	3	53253913	53254650	-	738	0
ENSMUSG00000105397	3	53309152	53309618	-	467	0
ENSMUSG00000027985	3	130904120	131018005	+	113886	80
ENSMUSG00000104612	3	130930434	130932691	+	2258	0
ENSMUSG00000028093	3	97066093	97084615	+	18523	714
ENSMUSG00000004896	3	87829908	87838024	-	8117	1132
ENSMUSG00000042997	3	53356004	53370753	-	14750	343
ENSMUSG00000085174	3	53360040	53365218	+	5179	1
ENSMUSG00000048039	3	87837621	87847993	+	10373	344
ENSMUSG00000027984	3	131027068	131065750	-	38683	392
ENSMUSG00000004885	3	87855973	87860683	+	4711	38
ENSMUSG00000103792	3	87875493	87875913	+	421	0
ENSMUSG00000106268	3	131077776	131078793	-	1018	0
ENSMUSG00000049504	3	53371087	53389176	+	18090	697
ENSMUSG00000027983	3	131082090	131096876	-	14787	261
ENSMUSG00000004891	3	87878385	87887758	+	9374	268
ENSMUSG00000027744	3	53396074	53415923	+	19850	0
ENSMUSG00000105481	3	53416349	53417524	+	1176	0
ENSMUSG00000087936	3	53419423	53419547	+	125	0
ENSMUSG00000038256	3	97110978	97205233	-	94256	1009
ENSMUSG00000106536	3	97169671	97172962	+	3292	0
ENSMUSG00000104745	3	97181192	97182380	-	1189	0
ENSMUSG00000051392	3	97314766	97329336	-	14571	0
ENSMUSG00000004892	3	87894838	87907537	-	12700	6292
ENSMUSG00000004894	3	87929057	87934890	-	5834	465
ENSMUSG00000105843	3	87938185	87940457	+	2273	337
ENSMUSG00000037016	3	53421359	53564776	-	143418	132
ENSMUSG00000105840	3	53574284	53574749	-	466	0
ENSMUSG00000105879	3	53599843	53600299	-	457	2
ENSMUSG00000105168	3	53632898	53640439	+	7542	0
ENSMUSG00000105444	3	53643646	53645247	+	1602	0
ENSMUSG00000106270	3	53664152	53680371	+	16220	1
ENSMUSG00000028089	3	97468058	97517519	-	49462	315
ENSMUSG00000088653	3	53750828	53750930	+	103	0
ENSMUSG00000078742	3	53752507	53752699	+	193	0
ENSMUSG00000105004	3	97517248	97521152	+	3905	3
ENSMUSG00000028032	3	131270529	131349432	+	78904	1856
ENSMUSG00000105973	3	131316198	131319541	-	3344	0
ENSMUSG00000105331	3	131465566	131736504	+	270939	1
ENSMUSG00000104853	3	131604841	131605089	-	249	0
ENSMUSG00002075251	3	131624020	131624114	+	95	0
ENSMUSG00000119343	3	131788047	131788153	-	107	0
ENSMUSG00000028031	3	131791053	131886065	+	95013	6
ENSMUSG00000106280	3	132149434	132151309	-	1876	0
ENSMUSG00002075594	3	132243321	132243426	-	106	0
ENSMUSG00000027746	3	53760797	53771251	-	10455	825
ENSMUSG00000106577	3	53832256	53850949	+	18694	0
ENSMUSG00000103155	3	53928585	53929330	+	746	0
ENSMUSG00000105067	3	53937413	53937820	+	408	0
ENSMUSG00000028088	3	97536120	97562598	+	26479	53
ENSMUSG00000091721	3	132335581	132351112	+	15532	0
ENSMUSG00000106313	3	132361156	132361543	-	388	0
ENSMUSG00000038205	3	97565509	97581128	+	15620	2020
ENSMUSG00000090441	3	97580347	97582010	-	1664	0
ENSMUSG00000028069	3	87950415	87963300	+	12886	327
ENSMUSG00000028029	3	132366242	132390131	-	23890	815
ENSMUSG00000028070	3	87963827	87965802	-	1976	904
ENSMUSG00000051036	3	87976717	87985611	-	8895	0
ENSMUSG00000027748	3	54063456	54225892	+	162437	182
ENSMUSG00000028030	3	132389905	132547449	+	157545	903
ENSMUSG00000105719	3	132473168	132475134	+	1967	0
ENSMUSG00000087776	3	132492986	132493096	-	111	0
ENSMUSG00000105691	3	132512014	132515228	+	3215	0
ENSMUSG00000106230	3	132547963	132584357	-	36395	2
ENSMUSG00000106499	3	132548157	132550337	+	2181	18
ENSMUSG00000028068	3	87989278	88028355	+	39078	15
ENSMUSG00000001419	3	88049679	88079393	+	29715	6831
ENSMUSG00000096935	3	88078863	88085092	-	6230	37
ENSMUSG00000097280	3	88106409	88111902	-	5494	3
ENSMUSG00000097428	3	88107930	88110788	+	2859	378
ENSMUSG00000097156	3	88114120	88137266	+	23147	2234
ENSMUSG00000092988	3	88122478	88122564	+	87	0
ENSMUSG00002075840	3	88122896	88123003	-	108	0
ENSMUSG00000106493	3	88122905	88122993	+	89	0
ENSMUSG00000104445	3	88150181	88162016	-	11836	0
ENSMUSG00000103766	3	88150687	88194517	-	43831	26
ENSMUSG00000038170	3	97597140	97796023	-	198884	6735
ENSMUSG00000098381	3	97597825	97597878	-	54	0
ENSMUSG00000105245	3	97637655	97643482	+	5828	1
ENSMUSG00000086557	3	97799547	97808405	-	8859	0
ENSMUSG00000010538	3	88190064	88204306	-	14243	109
ENSMUSG00000103574	3	88191914	88192060	-	147	0
ENSMUSG00000027879	3	97808506	97830592	+	22087	1292
ENSMUSG00000074388	3	97837489	97874334	+	36846	1
ENSMUSG00000040998	3	132587506	132656052	-	68547	73
ENSMUSG00000027878	3	97920843	98057677	+	136835	388
ENSMUSG00000105728	3	97938003	97943123	+	5121	0
ENSMUSG00000106427	3	98028904	98031966	+	3063	0
ENSMUSG00000089431	3	132645631	132645737	+	107	0
ENSMUSG00000043468	3	98067946	98071485	+	3540	0
ENSMUSG00000106486	3	98097282	98098418	-	1137	0
ENSMUSG00000027876	3	98129472	98144064	+	14593	0
ENSMUSG00000104842	3	98155915	98156403	+	489	0
ENSMUSG00000027750	3	54268530	54298458	+	29929	127
ENSMUSG00000069014	3	54388859	54390346	+	1488	0
ENSMUSG00000104831	3	54540302	54541989	-	1688	0
ENSMUSG00000027875	3	98187751	98218054	+	30304	261
ENSMUSG00000105909	3	98194304	98197372	+	3069	0
ENSMUSG00000028018	3	132687513	132797794	-	110282	210
ENSMUSG00000104787	3	132735184	132735612	+	429	0
ENSMUSG00000105259	3	132756383	132758156	-	1774	0
ENSMUSG00000105217	3	132758306	132760031	-	1726	0
ENSMUSG00000001416	3	88204423	88229074	+	24652	2941
ENSMUSG00000028016	3	132797601	132816749	+	19149	235
ENSMUSG00000053398	3	98220486	98247306	-	26821	1228
ENSMUSG00000050064	3	98289777	98661128	+	371352	353
ENSMUSG00000040969	3	132818039	132940710	-	122672	2
ENSMUSG00000105957	3	133013279	133015769	-	2491	68
ENSMUSG00000090817	3	98352991	98364442	-	11452	0
ENSMUSG00000106107	3	98354514	98356292	-	1779	0
ENSMUSG00000106129	3	98376462	98380534	-	4073	0
ENSMUSG00000095143	3	98406387	98417830	-	11444	0
ENSMUSG00000001418	3	88232330	88238620	+	6291	717
ENSMUSG00000105696	3	98430057	98434006	-	3950	0
ENSMUSG00000095388	3	98459858	98496123	-	36266	0
ENSMUSG00000001420	3	88235962	88243455	-	7494	57
ENSMUSG00000105641	3	98487083	98487714	-	632	0
ENSMUSG00000106456	3	98488469	98495606	-	7138	0
ENSMUSG00000038092	3	98525950	98537568	-	11619	0
ENSMUSG00000081919	3	98577170	98585647	-	8478	0
ENSMUSG00000083331	3	98588148	98595498	-	7351	0
ENSMUSG00000063730	3	98616571	98631859	-	15289	0
ENSMUSG00000028013	3	133015871	133083996	+	68126	679
ENSMUSG00002076298	3	133137464	133137584	-	121	0
ENSMUSG00000062410	3	98648839	98670443	-	21605	0
ENSMUSG00000027869	3	98712820	98721759	-	8940	0
ENSMUSG00000083222	3	98725398	98727335	-	1938	0
ENSMUSG00000082185	3	98728354	98729080	+	727	1
ENSMUSG00000082089	3	98750187	98750354	-	168	0
ENSMUSG00000083577	3	98753655	98753840	-	186	0
ENSMUSG00000082589	3	98753822	98754076	+	255	0
ENSMUSG00000027871	3	98759510	98767110	-	7601	0
ENSMUSG00000001415	3	88243567	88269645	+	26079	3098
ENSMUSG00000027870	3	98781837	98800555	-	18719	0
ENSMUSG00000085121	3	98844965	98848572	-	3608	0
ENSMUSG00000086833	3	98957138	98961060	+	3923	0
ENSMUSG00000083888	3	99007883	99008470	-	588	0
ENSMUSG00000065709	3	99020471	99020599	-	129	0
ENSMUSG00000088884	3	99031502	99031618	-	117	0
ENSMUSG00000041423	3	88271891	88275848	+	3958	55
ENSMUSG00000040943	3	133169440	133250900	-	81461	1338
ENSMUSG00000105085	3	133250858	133290814	+	39957	3
ENSMUSG00000105595	3	133285388	133285662	-	275	0
ENSMUSG00000074489	3	88275923	88280050	-	4128	0
ENSMUSG00000077336	3	133294167	133294298	-	132	0
ENSMUSG00000096792	3	88283330	88284382	+	1053	0
ENSMUSG00000102530	3	133329445	133340519	-	11075	0
ENSMUSG00000105952	3	133351569	133369152	-	17584	0
ENSMUSG00000106069	3	133495276	133497265	-	1990	0
ENSMUSG00000074486	3	88285043	88286006	-	964	0
ENSMUSG00000104645	3	133521680	133524279	-	2600	1
ENSMUSG00000078691	3	88289079	88290151	+	1073	0
ENSMUSG00000097911	3	133536429	133946402	-	409974	281
ENSMUSG00002076160	3	133852776	133852869	-	94	0
ENSMUSG00000104556	3	133866126	133897737	+	31612	0
ENSMUSG00000074483	3	88290808	88291771	-	964	0
ENSMUSG00000105523	3	133886672	133887112	+	441	0
ENSMUSG00000004233	3	99048384	99146502	+	98119	254
ENSMUSG00000106139	3	133905709	133918999	+	13291	2
ENSMUSG00000105472	3	99051919	99056270	+	4352	0
ENSMUSG00000105798	3	99088069	99088597	-	529	0
ENSMUSG00000098918	3	99106660	99106769	-	110	0
ENSMUSG00000106197	3	99113738	99117200	+	3463	0
ENSMUSG00000027751	3	54600228	54636187	+	35960	1364
ENSMUSG00000094487	3	54620597	54621774	-	1178	0
ENSMUSG00000044365	3	133942245	133967922	+	25678	874
ENSMUSG00000084564	3	133946266	133946344	-	79	0
ENSMUSG00000104779	3	133977806	133978271	-	466	0
ENSMUSG00000028066	3	88301450	88317638	-	16189	51
ENSMUSG00000097031	3	134167848	134336526	-	168679	1
ENSMUSG00000106628	3	134063053	134063262	+	210	0
ENSMUSG00000104530	3	134071367	134071865	-	499	0
ENSMUSG00000027868	3	99147697	99261575	+	113879	7
ENSMUSG00000105765	3	134109904	134129396	-	19493	0
ENSMUSG00000105689	3	99162014	99168601	-	6588	0
ENSMUSG00000081183	3	99370908	99371141	-	234	0
ENSMUSG00000080832	3	99407866	99408695	+	830	0
ENSMUSG00000083938	3	99451724	99452378	-	655	0
ENSMUSG00000064890	3	99615056	99615163	-	108	0
ENSMUSG00000028172	3	134534768	134640340	+	105573	177
ENSMUSG00000105559	3	134668882	134669335	+	454	0
ENSMUSG00000106569	3	134671619	134672920	+	1302	0
ENSMUSG00000104539	3	134677218	134677734	+	517	0
ENSMUSG00000105538	3	134827622	134828210	+	589	0
ENSMUSG00002075581	3	134853169	134853274	+	106	0
ENSMUSG00000105266	3	134876390	134877065	+	676	0
ENSMUSG00000106079	3	134914748	134915172	+	425	0
ENSMUSG00000050144	3	88317805	88332446	-	14642	2329
ENSMUSG00000106568	3	88336243	88336702	+	460	1
ENSMUSG00000027867	3	99792722	100050638	+	257917	2
ENSMUSG00000080754	3	99915676	99915990	+	315	0
ENSMUSG00000082763	3	99985793	99985960	-	168	0
ENSMUSG00000085244	3	100008000	100014211	-	6212	0
ENSMUSG00000027752	3	54636099	54642814	-	6716	474
ENSMUSG00000045328	3	134918298	134979372	+	61075	29
ENSMUSG00000036632	3	54642960	54658739	+	15780	429
ENSMUSG00000027796	3	54663003	54708678	+	45676	142
ENSMUSG00000036615	3	54710536	54715212	-	4677	458
ENSMUSG00000033285	3	100045496	100069723	-	24228	568
ENSMUSG00000069011	3	54717805	54718671	-	867	0
ENSMUSG00000028167	3	134986982	135010187	+	23206	9
ENSMUSG00000056306	3	54804489	54823308	-	18820	142
ENSMUSG00002075012	3	3069070	3069169	-	100	0
ENSMUSG00002075999	3	3092718	3092817	-	100	0
ENSMUSG00000103416	3	3253093	3253219	+	127	0
ENSMUSG00000103028	3	3331337	3332087	-	751	0
ENSMUSG00000037994	3	135013461	135051148	+	37688	190
ENSMUSG00000027793	3	54952890	54962922	-	10033	5
ENSMUSG00000017688	3	3573090	3723112	+	150023	1
ENSMUSG00000106589	3	54962663	54991423	+	28761	0
ENSMUSG00000102283	3	3611428	3611855	+	428	0
ENSMUSG00000105977	3	54964768	54965077	-	310	0
ENSMUSG00002076386	3	3620525	3620616	+	92	0
ENSMUSG00000069125	3	3856958	3857352	+	395	0
ENSMUSG00000103245	3	3894344	3895117	+	774	0
ENSMUSG00000103224	3	4004204	4004522	+	319	0
ENSMUSG00000091223	3	4276778	4278104	+	1327	0
ENSMUSG00002076185	3	4370253	4370353	-	101	0
ENSMUSG00000119546	3	4404058	4404176	+	119	0
ENSMUSG00000104233	3	4436868	4437084	+	217	0
ENSMUSG00000104054	3	4458930	4459359	-	430	0
ENSMUSG00000104073	3	4569891	4570129	+	239	0
ENSMUSG00000089287	3	4632263	4632395	-	133	0
ENSMUSG00000102998	3	4713735	4713854	+	120	0
ENSMUSG00000050150	3	135053790	135103588	+	49799	4
ENSMUSG00000103306	3	4831158	4831431	+	274	0
ENSMUSG00000098659	3	4862618	4879971	+	17354	24
ENSMUSG00000104141	3	4955326	4956291	-	966	2
ENSMUSG00000096922	3	5155336	5159836	+	4501	0
ENSMUSG00000028165	3	135112173	135129686	-	17514	1282
ENSMUSG00000027865	3	100069697	100114297	+	44601	708
ENSMUSG00000105981	3	135130998	135133693	-	2696	20
ENSMUSG00000105449	3	135133924	135141649	-	7726	99
ENSMUSG00000086224	3	5242646	5285901	-	43256	11
