mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
rno-miR-9a-5p,XM_006250609,Mpa2l,(((((((((.((((.((.(....&.).)).)))).))))))))).,4337,4369,0.9230769230769231,-19.3,1,2.571626e-05,0.456,0.0,0.0,-5.915530474780478,16,21,9,3UTR,,0,0
rno-miR-9a-5p,XM_006250609,Mpa2l,(((((((((((((.((((((...&))))))....)))))))).))))).,2162,2187,0.8461538461538461,-18.6,1,0.0002636031,0.397,0.0,0.0,-4.794414363722071,19,25,8,CDS,,0,0
rno-miR-9a-5p,XM_006250632,Aff1,.((((((((((((((((((....&)))))))))........))))))))).,1764,1791,0.8461538461538461,-22.6,1,4.438449e-07,0.5,0.0,0.0,-3.793324837357118,18,27,9,CDS,,0,0
rno-miR-9a-5p,XM_006250632,Aff1,((((((((((((((((((((((.&))))))......)))))))))))..))))).,435,466,0.9230769230769231,-22.5,1,0.001647969,0.515,0.0,0.0,-3.937574446201665,22,31,11,CDS,,0,0
rno-miR-9a-5p,XM_006250632,Aff1,(((((((((.(((((((...((.&))....)).))))).))))))))).,196,221,1.0,-19.0,1,0.003280937,0.426,0.0,0.0,-5.180080914529843,18,25,9,5UTR,,0,0
rno-miR-9a-5p,XM_006250635,Mepe,.(((((((((((..(((((....&.)))))...))))))))))).,1897,1940,1.0,-21.8,1,0.002475619,0.471,0.0,0.0,-5.9392953675437665,16,21,11,CDS,,0,0
rno-miR-9a-5p,XM_006250635,Mepe,(((.((((((((((((((.....&.))))))))...)))))).))).,646,686,0.8461538461538461,-19.0,1,4.704861e-06,0.574,0.0,0.0,-6.969596721160855,17,23,8,5UTR,,0,0
rno-miR-9a-5p,XM_006250645,LOC100910240,(((((((((......((((((((&)))))))).....))))))))).,710,733,0.9230769230769231,-19.8,1,0.0002862402,0.485,0.0,0.0,-14.233078789973835,17,23,9,CDS,,0,0
rno-miR-9a-5p,XM_006250652,Arhgap24,(((((((((((..((((......&))))..))))))))))).,9,27,0.9230769230769231,-18.2,1,9.115618e-06,0.446,0.0,0.0,-8.573508368464264,15,18,11,5UTR,,0,1
rno-miR-9a-5p,XM_006250670,Tmem150c,(((((((((.((.(((((.((((&)))).)))))))))))))))).,624,646,1.0,-21.3,1,0.0008059954,0.515,0.0,0.0,-6.469211527196086,20,22,16,CDS,,0,0
rno-miR-9a-5p,XM_006250670,Tmem150c,(((((.(((((((.(((((....&))))))))))))))))).,96,114,0.8461538461538461,-17.0,1,0.001525152,0.412,0.0,0.0,-6.695373124915117,17,18,17,5UTR,,0,0
rno-miR-9a-5p,XM_006250681,Sec31a,((((((....((((((((((...&))))))))))..)))))).,408,427,0.9230769230769231,-19.3,1,0.003824857,0.588,0.0,0.0,-10.093792036827557,16,19,10,CDS,,0,1
rno-miR-9a-5p,XM_006250690,Sec31a,((((((....((((((((((...&))))))))))..)))))).,402,421,0.9230769230769231,-19.3,1,0.003824857,0.588,0.0,0.0,-10.093792036827557,16,19,10,CDS,,0,1
rno-miR-9a-5p,XM_006250727,Art3,.((((((((((..((((((..((&))..))))))...)))))))))).,429,453,0.8461538461538461,-20.8,1,0.0001572037,0.5,0.0,0.0,-8.429258759619717,18,24,10,CDS,,0,0
rno-miR-9a-5p,XM_006250766,Ankrd17,(((((((((((((.(((((....&)))))))))))))).)))).,4931,4951,1.0,-22.2,1,0.04823074,0.5,0.0,0.0,-4.794414363722071,18,20,14,CDS,,0,0
rno-miR-9a-5p,XM_006250766,Ankrd17,(((((((((.....(((((((((&))))))))).))))))))).,5564,5584,1.0,-20.6,1,0.01498724,0.515,0.0,0.0,-13.4976292297232,18,20,9,CDS,,0,0
rno-miR-9a-5p,XM_006250787,Npffr2,(((.(((((((((.((((((((.&.))).))))).)))))))))...))).,854,904,0.8461538461538461,-18.8,1,0.001150048,0.456,0.0,0.0,-7.826436638681261,20,27,9,CDS,,0,0
rno-miR-9a-5p,XM_006250869,Clock,(((((((((.(((.(((((((((&))))..))))).)))..))))))))).,1898,1925,0.9230769230769231,-20.5,1,0.09343711,0.632,0.0,0.0,-6.03692083205025,21,27,9,CDS,,0,1
rno-miR-9a-5p,XM_006250869,Clock,(((((((((((((..((......&)).))))))))))))).,2899,2916,1.0,-18.0,1,0.0005931793,0.426,0.0,0.0,-5.529863923972706,15,17,13,3UTR,,0,1
rno-miR-9a-5p,XM_006250874,Cep135,((((((((((((.((((((....&))))))))))))).))))).,3320,3340,1.0,-19.4,1,4.323149e-06,0.574,0.0,0.0,-5.226705058867908,18,20,13,CDS,,0,0
rno-miR-9a-5p,XM_006250895,Nipal1,.(((((((((((...((((....&.))))....))))))))))).,1298,1330,0.9230769230769231,-19.4,1,9.458042e-05,0.544,0.0,0.0,-6.674744927794402,15,21,11,CDS,,0,0
rno-miR-9a-5p,XM_006250897,Srd5a3,.((((((((((.(((((((.(((&))).))))))).)))))))))).,2568,2591,1.0,-24.3,1,0.001597906,0.426,0.0,0.0,-7.140128146953473,20,23,10,3UTR,,0,0
rno-miR-9a-5p,XM_006250903,Lnx1,.((.((((..(((((((((((((&)))))))))))))...)))).)).,4093,4117,0.8461538461538461,-18.3,1,0.0009676908,0.559,0.0,0.0,-9.124243238890251,19,24,13,CDS,,0,0
rno-miR-9a-5p,XM_006250903,Lnx1,...(((((((((..(((((((..&)))))))))))))))).,4199,4216,0.8461538461538461,-17.9,1,0.003743581,0.588,0.0,0.0,-8.66051072386539,16,17,16,CDS,,0,0
rno-miR-9a-5p,XM_006250903,Lnx1,...(((((...((((((((.(((&))))))))))).))))).,1207,1225,0.8461538461538461,-18.0,1,0.06307747,0.5,0.0,0.0,-11.638210795663031,16,18,11,5UTR,,0,0
rno-miR-9a-5p,XM_006250911,Tec,(((((((((.(((.(((((((..&.)))).))).)))..))))))))).,2131,2165,0.9230769230769231,-19.6,1,0.00124149,0.471,0.0,0.0,-6.03692083205025,19,25,9,CDS,,0,0
rno-miR-9a-5p,XM_006250948,Nsun7,.(((((((((((((..(((((..&.)))))))))))))))))).,4778,4808,1.0,-20.4,1,0.0577721,0.588,0.0,0.0,-4.761823477911366,18,20,18,3UTR,,0,0
rno-miR-9a-5p,XM_006250996,Pgm2,(((((((((...(((((((.((.&)).)))))))...))))))))).,1304,1327,0.9230769230769231,-20.9,1,0.002097506,0.529,0.0,0.0,-11.35165869953655,18,23,9,CDS,,0,0
rno-miR-9a-5p,XM_006251004,Tbc1d1,.((((((((((..((((......&))))..)))))))))).,3518,3535,0.8461538461538461,-17.7,1,1.565381e-05,0.515,0.0,0.0,-8.429258759619717,14,17,10,CDS,,0,0
rno-miR-9a-5p,XM_006251023,Pcdh7,.(((.(((((.((((((((((..&.))))))))))))))).))).,2670,2699,0.9230769230769231,-20.6,1,1.92437e-06,0.529,0.0,0.0,-10.73713648757994,18,21,15,CDS,,0,0
rno-miR-9a-5p,XM_006251023,Pcdh7,...((((((...(((((((((..&)))))))))...)))))).,3226,3245,0.8461538461538461,-17.5,1,0.003944455,0.544,0.0,0.0,-13.928624447013624,15,19,9,CDS,,0,0
rno-miR-9a-5p,XM_006251034,Ccdc149,(((((((((.(((((((((....&.)))))))))...))))))))).,587,632,0.8461538461538461,-22.8,1,0.00820821,0.5,0.0,0.0,-5.180080914529843,18,23,9,CDS,,0,0
rno-miR-9a-5p,XM_006251034,Ccdc149,(((((((((((((((((((....&))))))))))))))..))))).,2163,2185,1.0,-21.0,1,0.01093911,0.559,0.0,0.0,-3.937574446201665,19,22,14,3UTR,,0,0
rno-miR-9a-5p,XM_006251037,Yipf7,..((((((((((((((.......&.))).))))))))))).,1521,1573,1.0,-17.7,1,0.01773232,0.632,0.0,0.0,-4.95700071937229,14,17,11,3UTR,,0,0
rno-miR-9a-5p,XM_006251037,Yipf7,.....((((.(((.((((((((.&))))))))))).)))).,364,381,0.9230769230769231,-16.6,1,0.01910045,0.618,0.0,0.0,-15.764946029298986,15,17,11,CDS,,0,0
rno-miR-9a-5p,XM_006251057,Pacrgl,((((((((..(((((((......&))))))))))))))).,209,225,0.9230769230769231,-18.6,1,6.11625e-06,0.412,0.0,0.0,-6.236470572775607,15,16,15,5UTR,,0,0
rno-miR-9a-5p,XM_006251076,Fbxl5,(((((((.((((((((.......&))))))))))))))).,1506,1522,0.9230769230769231,-17.8,1,0.003161796,0.529,0.0,0.0,-6.251209375382295,15,16,15,CDS,,0,0
rno-miR-9a-5p,XM_006251101,Slc2a9,.((((((((((((((((.(((((&))))).))))..)))))))))))).,1819,1844,0.9230769230769231,-18.9,1,3.326875e-05,0.559,0.0,0.0,-3.793324837357118,21,25,12,3UTR,,0,1
rno-miR-9a-5p,XM_006251101,Slc2a9,..((((((((..(((((((....&))))))))))))))).,1749,1765,0.8461538461538461,-17.2,1,0.01817617,0.574,0.0,0.0,-11.128578504378995,15,16,15,CDS,,0,1
rno-miR-9a-5p,XM_006251101,Slc2a9,(((((((((.....(((((((((&))).))))))))))))))).,1788,1808,0.9230769230769231,-17.2,1,0.1337969,0.647,0.0,0.0,-13.4976292297232,18,20,15,3UTR,,0,1
rno-miR-9a-5p,XM_006251125,Sh3tc1,.((((((....((((((((((..&))))))))))...)))))).,2447,2467,0.8461538461538461,-20.9,1,2.12335e-05,0.324,0.0,0.0,-11.230630368522041,16,20,10,CDS,,0,0
rno-miR-9a-5p,XM_006251134,Tbc1d14,..(((((((.(((((((......&.))))))).))))))).,898,926,0.8461538461538461,-17.7,1,0.0001604963,0.5,0.0,0.0,-6.199507187700468,14,17,7,CDS,,0,0
rno-miR-9a-5p,XM_006251170,Camk2b,..((((((..((((((((.....&.))))))))....)))))).,303,324,0.8461538461538461,-18.5,1,0.03846656,0.441,0.0,0.0,-7.255896845946231,14,20,8,CDS,,0,0
rno-miR-9a-5p,XM_006251192,Nop14,(((((((((((((.(((.(....&).)))))))))))).)))).,1138,1158,0.9230769230769231,-18.5,1,0.0245733,0.5,0.0,0.0,-4.794414363722071,17,20,12,CDS,,0,0
rno-miR-9a-5p,XM_006251192,Nop14,(((((((((.(((.((((.....&))))..)))))))))))).,1266,1285,0.8461538461538461,-16.8,1,0.01366785,0.441,0.0,0.0,-6.03692083205025,16,19,12,CDS,,0,0
rno-miR-9a-5p,XM_006251225,Ctbp1,..((((((((((((((.((....&)).)))))))))))))).,218,236,0.9230769230769231,-20.5,1,2.839243e-06,0.309,0.0,0.0,-4.95700071937229,16,18,14,CDS,,0,0
rno-miR-9a-5p,XM_006251225,Ctbp1,((((((((((...(((((.....&))))).)))))))))).,1016,1033,0.8461538461538461,-17.9,1,0.003583391,0.471,0.0,0.0,-11.398282843874613,15,17,10,CDS,,0,0
rno-miR-9a-5p,XM_006251227,Ctbp1,..((((((((((((((.((....&)).)))))))))))))).,218,236,0.9230769230769231,-20.5,1,2.839243e-06,0.309,0.0,0.0,-4.95700071937229,16,18,14,CDS,,0,0
rno-miR-9a-5p,XM_006251227,Ctbp1,((((((((((...(((((.....&))))).)))))))))).,1016,1033,0.8461538461538461,-17.9,1,0.003583391,0.471,0.0,0.0,-11.398282843874613,15,17,10,CDS,,0,0
rno-miR-9a-5p,XM_006251236,Limk2,(((((((((((((((((((....&)))))))))).................))))))))).,37,74,1.0,-20.9,1,0.02062687,0.588,0.0,0.0,-3.937574446201665,19,37,10,5UTR,,0,0
rno-miR-9a-5p,XM_006251246,Mfsd10,..(((((((.(((((((.(....&).)))))))))))))).,1682,1699,1.0,-16.3,1,2.037128e-06,0.485,0.0,0.0,-6.199507187700468,15,17,14,3UTR,,0,0
rno-miR-9a-5p,XM_006251293,Pik3ip1,(((((.(((((((((((...((.&))..)))))))))))))))).,2955,2976,0.8461538461538461,-19.0,1,0.001633024,0.426,0.0,0.0,-5.838533207394711,18,21,16,3UTR,,0,0
rno-miR-9a-5p,XM_006251293,Pik3ip1,(((((((((((((.(((((....&.))))))))))))..)))))).,2202,2237,1.0,-18.6,1,0.00781719,0.426,0.0,0.0,-4.794414363722071,18,22,12,3UTR,,0,0
rno-miR-9a-5p,XM_006251315,Urgcp,..(((((((((((.(((((((..&)))))))))).)))))))).,1716,1736,0.8461538461538461,-19.7,1,0.006956853,0.324,0.0,0.0,-5.813840636892696,18,20,10,CDS,,0,0
rno-miR-9a-5p,XM_006251328,Mxd4,.(((((((((.((.(((((....&)))))...)).))))))))).,1877,1898,0.8461538461538461,-17.3,1,5.657767e-05,0.471,0.0,0.0,-7.474939230287874,16,21,9,3UTR,,0,0
rno-miR-9a-5p,XM_006251331,Tacc3,(((((((((.(((.(((.(((..&))).)))))).))))))))).,1832,1853,0.8461538461538461,-18.8,1,0.2598651,0.529,0.0,0.0,-6.03692083205025,18,21,9,CDS,,0,0
rno-miR-9a-5p,XM_006251351,Rgs12,(((((((((((((((((((((..&))))))))))))..............)))))).))).,4481,4518,0.9230769230769231,-21.1,1,0.0001500939,0.382,0.0,0.0,-3.937574446201665,21,37,12,CDS,,0,0
rno-miR-9a-5p,XM_006251368,Tcn2,(((((((((..(((((((((((.&))))))).))))))))))))).,367,389,1.0,-24.6,1,5.432776e-07,0.426,0.0,0.0,-8.004855389940193,20,22,13,CDS,,0,0
rno-miR-9a-5p,XM_006251393,Fgfr3,((((((((((.((((((((....&))).))))))))))))))).,2128,2148,0.9230769230769231,-17.7,1,0.002773891,0.485,0.0,0.0,-6.7623489216120145,18,20,15,CDS,,0,0
rno-miR-9a-5p,XM_006251400,LOC686087,(((((((.....(((((((....&)))))))....))))))).,49,68,0.8461538461538461,-17.6,1,7.207047e-06,0.456,0.0,0.0,-14.721683286962943,14,19,7,5UTR,,0,0
rno-miR-9a-5p,XM_006251416,Prr14l,..((((((..(((((((((((..&))))))))))).....)))))).,947,970,0.9230769230769231,-21.5,1,4.616731e-05,0.515,0.0,0.0,-7.255896845946231,17,23,11,CDS,,0,0
rno-miR-9a-5p,XM_006251416,Prr14l,....(((...(((((((((((..&))))))))))).))).,4885,4901,0.8461538461538461,-18.9,1,0.000581567,0.485,0.0,0.0,-14.159093524392503,14,16,11,CDS,,0,0
rno-miR-9a-5p,XM_006251456,LOC100911576,(((((.(...((((((((.....&))))))))..).))))).,960,978,0.8461538461538461,-15.9,1,0.04528776,0.515,0.0,0.0,-10.451064263149284,14,18,8,CDS,,0,0
rno-miR-9a-5p,XM_006251532,Aftph,(((.((((...(((((((((.((&.)))))))))))....)))).))).,885,915,0.8461538461538461,-19.2,1,0.000429004,0.588,0.0,0.0,-12.093267323145147,18,25,11,CDS,,0,0
rno-miR-9a-5p,XM_006251540,Ahsa2,..(((((((.(((((((.(....&).)))))))))))))).,1173,1190,0.9230769230769231,-16.3,1,2.098569e-05,0.5,0.0,0.0,-6.199507187700468,15,17,14,3UTR,,0,0
rno-miR-9a-5p,XM_006251632,Fam149b1,......(((((((((((((....&.))))))))))))).,239,267,0.8461538461538461,-20.7,0,6.889108e-06,0.397,0.0,0.0,-15.566558404643448,13,15,13,CDS,,0,1
rno-miR-9a-5p,XM_006251639,Vcl,((((((((((((((.(((((...&.))))))))))))))))))).,1610,1681,0.9230769230769231,-24.8,1,7.267921e-05,0.426,0.0,0.0,-4.6730240064523,19,21,19,CDS,,0,1
rno-miR-9a-5p,XM_006251711,Oxsm,(((((..((((...(((((((((&)))))))))..)))).))))).,1839,1861,0.8461538461538461,-15.9,1,0.04184007,0.559,0.0,0.0,-12.874993582049036,18,22,9,3UTR,,0,0
rno-miR-9a-5p,XM_006251721,Nek10,((((((((((((((((((((((.&))))))))..))))))...)))))))).,7041,7069,0.9230769230769231,-21.5,1,0.001276081,0.559,0.0,0.0,-3.937574446201665,22,28,8,3UTR,,0,0
rno-miR-9a-5p,XM_006251721,Nek10,.(((((.(..(((((((((....&)))))))))..).))))).,4501,4520,1.0,-18.8,1,0.0004731256,0.603,0.0,0.0,-7.6359074988023785,15,19,9,3UTR,,0,0
rno-miR-9a-5p,XM_006251758,Fermt2,...((((((((((((((......&.)))))))))))))).,550,594,1.0,-21.6,1,0.02997793,0.588,0.0,0.0,-6.514540193678739,14,16,14,CDS,,0,0
rno-miR-9a-5p,XM_006251768,Abhd6,...((((((.((((((((..(((&)))..))))..)))))))))).,1781,1803,0.8461538461538461,-16.5,1,0.2550367,0.412,0.0,0.0,-7.757046662006918,17,22,10,3UTR,,0,0
rno-miR-9a-5p,XM_006251780,Flnb,((((((((((((..(((((....&))))))))))))))))).,4232,4250,0.9230769230769231,-19.5,1,0.0007185488,0.426,0.0,0.0,-6.083544976388314,17,18,17,CDS,,0,1
rno-miR-9a-5p,XM_006251780,Flnb,(((.(((((((..((((((((..&)))))).))..))))))).))).,8903,8926,0.8461538461538461,-19.1,1,0.0006680359,0.5,0.0,0.0,-11.605530643423453,18,23,7,3UTR,,0,1
rno-miR-9a-5p,XM_006251780,Flnb,((((((.(..(((((((((....&)))))))))).)))))).,1625,1643,0.8461538461538461,-18.7,1,0.00010671,0.412,0.0,0.0,-7.780157107646926,16,18,10,CDS,,0,1
rno-miR-9a-5p,XM_006251794,Dlgap5,(((((((((((..((((((.(((&))).))))))..))..))))))))).,630,656,0.8461538461538461,-20.2,1,0.03875764,0.588,0.0,0.0,-8.573508368464264,20,26,9,CDS,,0,0
rno-miR-9a-5p,XM_006251794,Dlgap5,.((((((((.(((.(((((....&))))).)))...)))))))).,444,465,0.9230769230769231,-18.6,1,0.01407744,0.515,0.0,0.0,-5.892671223205703,16,21,8,CDS,,0,0
rno-miR-9a-5p,XM_006251818,Ktn1,(((((((((((...(((((....&.)))))......))))))))))).,117,162,0.9487179487179487,-20.3,1,0.001831734,0.588,0.0,0.0,-9.430348285984671,16,24,11,5UTR,,0,0
rno-miR-9a-5p,XM_006251859,Hnrnpc,(((((.(...((((((((.....&))))))))..).))))).,1041,1059,0.8461538461538461,-15.9,1,0.04528776,0.515,0.0,0.0,-10.451064263149284,14,18,8,CDS,,0,0
rno-miR-9a-5p,XM_006251866,Hnrnpc,(((((.(...((((((((.....&))))))))..).))))).,1007,1025,0.8461538461538461,-15.9,1,0.04528776,0.515,0.0,0.0,-10.451064263149284,14,18,8,CDS,,0,0
rno-miR-9a-5p,XM_006251911,Chd8,...((((....((((((((....&))))))))....)))).,1077,1094,0.8461538461538461,-16.8,1,0.003992261,0.456,0.0,0.0,-13.951845724843663,12,17,8,CDS,,0,0
rno-miR-9a-5p,XM_006251911,Chd8,(((((((((.((..(((.(....&).)))..)).))))))))).,5649,5669,0.8461538461538461,-16.9,1,0.003727599,0.412,0.0,0.0,-7.326051444716493,15,20,9,CDS,,0,0
rno-miR-9a-5p,XM_006251921,Rpgrip1,(((((((((.(((((((.((...&.)).)))))))...))))))))).,1559,1601,1.0,-22.2,1,0.01681421,0.471,0.0,0.0,-5.180080914529843,18,24,9,CDS,,0,0
rno-miR-9a-5p,XM_006251921,Rpgrip1,(((((((((((((((((((((..&))))))))))).)))..................))))))).,2756,2797,1.0,-21.4,1,0.003482155,0.426,0.0,0.0,-3.937574446201665,21,41,11,CDS,,0,0
rno-miR-9a-5p,XM_006251922,Olr1644,..((((((..((..(((((((((&)))))))))..))....)))))).,2368,2392,0.8461538461538461,-19.9,1,8.352726e-05,0.632,0.0,0.0,-9.401867376132882,17,24,9,3UTR,,0,0
rno-miR-9a-5p,XM_006251971,Dcaf11,(((((((((((.(((((.(....&).)))))..))))))))))).,425,446,1.0,-16.9,1,0.01957453,0.529,0.0,0.0,-7.284377755798021,17,21,11,5UTR,,0,0
rno-miR-9a-5p,XM_006252065,Pspc1,(((((((((.(((..(((.(((.&.)))))))))))))))))).,1053,1096,0.8461538461538461,-16.1,1,0.1137772,0.515,0.0,0.0,-6.7723703923008856,18,20,18,CDS,,0,0
rno-miR-9a-5p,XM_006252079,Gjb6,.((((((((.((((.((((....&)))).)))))))))))).,739,757,1.0,-19.1,1,0.0005043703,0.382,0.0,0.0,-5.771280865935932,16,18,12,5UTR,,0,0
rno-miR-9a-5p,XM_006252113,Spata13,(((.(((((((((.(((((....&)))))...))))))))).))).,327,349,0.8461538461538461,-19.9,1,2.094113e-08,0.426,0.0,0.0,-7.826436638681261,17,22,9,CDS,,0,0
rno-miR-9a-5p,XM_006252113,Spata13,(((((((.((((..((((...((&))....))))..)))).))))))).,4110,4135,0.8461538461538461,-18.5,1,0.002304356,0.515,0.0,0.0,-8.397179905568944,17,25,7,3UTR,,0,0
rno-miR-9a-5p,XM_006252166,Amer2,..((((((((((.((((((....&)))))).)))))))))).,2204,2222,0.8461538461538461,-21.2,1,1.098473e-05,0.368,0.0,0.0,-6.246131332038532,16,18,10,CDS,,0,0
rno-miR-9a-5p,XM_006252166,Amer2,((((((((...(((((.(((((.&)))))))))).)))))))).,2343,2363,0.9230769230769231,-20.5,1,0.0001095427,0.382,0.0,0.0,-9.06124504818596,18,20,10,CDS,,0,0
rno-miR-9a-5p,XM_006252166,Amer2,(((((.(((((((((((......&))))))).)))).))))).,1454,1473,1.0,-18.7,1,0.001733867,0.471,0.0,0.0,-5.838533207394711,16,19,7,5UTR,,0,0
rno-miR-9a-5p,XM_006252176,Dleu7,..((((((...(((((((((...&)))))))))....)))))).,3285,3305,0.8461538461538461,-19.4,1,8.719409e-05,0.5,0.0,0.0,-10.080671321356581,15,20,9,3UTR,,0,0
rno-miR-9a-5p,XM_006252176,Dleu7,(((((((.....(((((((((..&))))))))).))))))).,1860,1878,0.9230769230769231,-17.6,1,0.001274177,0.588,0.0,0.0,-14.721683286962943,16,18,9,5UTR,,0,0
rno-miR-9a-5p,XM_006252177,Wdfy2,..(((((((.(((((((......&)))))))))))))).,6030,6045,1.0,-17.5,1,0.007781064,0.5,0.0,0.0,-6.199507187700468,14,15,14,3UTR,,0,0
rno-miR-9a-5p,XM_006252177,Wdfy2,(((((((((((((.(..(((((.&)))))..))))).))))))))).,3375,3398,0.9230769230769231,-16.2,1,0.02571347,0.515,0.0,0.0,-5.027463444025684,19,23,9,3UTR,,0,0
rno-miR-9a-5p,XM_006252283,Hr,((((((.((.(((((((((.((.&)).))))))))).)).)))))).,1550,1573,0.9230769230769231,-20.4,1,4.850941e-07,0.441,0.0,0.0,-6.723767449401163,19,23,9,CDS,,0,0
rno-miR-9a-5p,XM_006252283,Hr,(((((.(((((((((((......&)))))))))))))))).,324,341,0.9230769230769231,-18.7,1,0.0007006223,0.412,0.0,0.0,-5.838533207394711,16,17,16,CDS,,0,0
rno-miR-9a-5p,XM_006252318,Lcp1,(((((((((((...(((((....&)))))....))))))))))).,200,221,0.8461538461538461,-17.5,1,0.004967825,0.515,0.0,0.0,-9.430348285984671,16,21,11,CDS,,0,0
rno-miR-9a-5p,XM_006252318,Lcp1,((((((((((((.((.((.....&)))))))))))))))).,2403,2420,0.8461538461538461,-16.8,1,0.006853344,0.515,0.0,0.0,-5.459754139171521,16,17,16,3UTR,,0,0
rno-miR-9a-5p,XM_006252344,Akap11,..(((((((((((((((((.(((&.))).))))))).)))))))))).,2277,2322,1.0,-23.0,1,0.02834996,0.559,0.0,0.0,-4.95700071937229,20,24,10,CDS,,0,0
rno-miR-9a-5p,XM_006252401,Lmo7,.((((((((.(((((((((....&)))))))))...................)))))))).,3280,3317,0.8461538461538461,-19.3,1,0.01516215,0.485,0.0,0.0,-5.035831305685297,17,37,9,CDS,,0,0
rno-miR-9a-5p,XM_006252401,Lmo7,...((((..((((((((((....&)))))))))))))).,3840,3855,0.8461538461538461,-17.5,1,0.002902597,0.485,0.0,0.0,-9.884564781105134,14,15,14,CDS,,0,0
rno-miR-9a-5p,XM_006252409,Klf12,(((((((((((((((((((....&)))))...)))))))))))))).,3017,3040,0.9230769230769231,-18.7,1,0.05720349,0.515,0.0,0.0,-3.937574446201665,19,23,14,3UTR,,0,0
rno-miR-9a-5p,XM_006252428,Scel,(((((((((((((((((((....&.))))))))))))........))))))).,486,526,1.0,-23.1,1,0.005710943,0.529,0.0,0.0,-3.937574446201665,19,29,12,CDS,,0,0
rno-miR-9a-5p,XM_006252469,Uggt2,(((((((((..((((((.(((..&))).)))))).))))))))).,1249,1270,0.8461538461538461,-17.1,1,0.04736853,0.603,0.0,0.0,-8.004855389940193,18,21,9,CDS,,0,0
rno-miR-9a-5p,XM_006252493,Dock9,((((((((..((((((((.....&))))))))..))))..)))).,6141,6162,1.0,-20.5,1,0.006777754,0.5,0.0,0.0,-6.236470572775607,16,21,8,CDS,,0,0
rno-miR-9a-5p,XM_006252493,Dock9,((((((((..(((((((((.(((&)))))))).)))))))))))).,6996,7018,1.0,-20.1,1,0.005224046,0.515,0.0,0.0,-6.236470572775607,20,22,12,3UTR,,0,0
rno-miR-9a-5p,XM_006252531,Rps24,(((((((((((((((((.(((..&.))).)).)))))))..)))))))).,504,540,1.0,-20.5,1,0.008410081,0.544,0.0,0.0,-3.937574446201665,20,26,8,3UTR,,0,0
rno-miR-9a-5p,XM_006252533,Rps24,(((((((((((((((((.(((..&.))).)).)))))))..)))))))).,477,521,1.0,-20.5,1,0.009745466,0.529,0.0,0.0,-3.937574446201665,20,26,8,CDS,,0,0
rno-miR-9a-5p,XM_006252574,Arhgef3,.....((((((((((((((((..&.)))))))))))))))).,1361,1407,0.8461538461538461,-21.9,1,3.919203e-05,0.382,0.0,0.0,-13.6655996434504,16,18,16,CDS,,0,0
rno-miR-9a-5p,XM_006252584,Ogdhl,(((((((((.....(((((((((&)))))))))......))))))))).,3300,3325,0.9230769230769231,-19.6,1,0.02658728,0.559,0.0,0.0,-13.4976292297232,18,25,9,3UTR,,0,0
rno-miR-9a-5p,XM_006252624,Oxnad1,(((((.((..(((((((((....&.))))))))))).))))).,766,804,0.9230769230769231,-20.6,1,0.05526046,0.588,0.0,0.0,-8.137429333968655,16,19,11,CDS,,0,0
rno-miR-9a-5p,XM_006252640,Ldb3,(((((((...(((.((((((((.&)))))))))))...))))))).,2545,2567,0.9230769230769231,-23.7,1,9.749801e-05,0.5,0.0,0.0,-9.406945419476644,18,22,11,3UTR,,0,0
rno-miR-9a-5p,XM_006252640,Ldb3,.((..(.((((((((((.((((.&)))).)))))))))).)..)).,3462,3484,0.8461538461538461,-18.6,1,0.0001011988,0.647,0.0,0.0,-12.4880708220001,17,22,10,3UTR,,0,0
rno-miR-9a-5p,XM_006252640,Ldb3,(((((((((.(((.(((((....&))))))))...))))))))).,84,105,0.8461538461538461,-18.3,1,0.0003523567,0.397,0.0,0.0,-6.03692083205025,17,21,9,5UTR,,0,0
rno-miR-9a-5p,XM_006252650,Itih3,(((((((((......(((((((.&)))))))....))))))))).,444,465,0.8461538461538461,-18.6,1,0.004800515,0.471,0.0,0.0,-14.233078789973835,16,21,9,CDS,,0,0
rno-miR-9a-5p,XM_006252656,Sfmbt1,...(((((..(((((((((....&)))))))))....))))).,3144,3163,0.9230769230769231,-17.7,1,0.002581243,0.588,0.0,0.0,-8.81343632025268,14,19,9,3UTR,,0,0
rno-miR-9a-5p,XM_006252671,Dnah12,(((((((.(((((.(((((((((&))))))))))))))))))))).,5413,5435,1.0,-26.9,1,2.054503e-05,0.471,0.0,0.0,-7.1080492929027015,21,22,21,CDS,,0,0
rno-miR-9a-5p,XM_006252686,Pbrm1,((((((((((((((((((.(((.&))).))))))).))))))))))).,6046,6070,1.0,-21.1,1,0.005528925,0.544,0.0,0.0,-3.937574446201665,21,24,11,3UTR,,0,0
rno-miR-9a-5p,XM_006252686,Pbrm1,(((((((((((...((((((((.&)))))).)).))))))))))).,1018,1040,0.8461538461538461,-19.5,1,0.01542546,0.632,0.0,0.0,-9.430348285984671,19,22,11,CDS,,0,0
